Номенклатура/ Характеристика номенклатури;Изд группа (св-во Номенклатура);Издательство (св-во Номенклатура);Автор (св-во Номенклатура);Номенклатура.Артикул ;Серия (св-во Номенклатура);Номер дозволу МОтаН (св-во Номенклатура);Новые поступления;Цена изменена;Рекомендованая розничная ;
        Дроздова English Grammar Version 2.0 КЛЮЧИ;;;Дроздова Т.;9.78595E+12;;;Нет;Нет;55.00 грн;шт
        Дроздова English through reading.(англ.через чтение);;;Дроздова Т.;9.78595E+12;;;Нет;Нет;77.00 грн;шт
        Дроздова Read and Speak English рабочая терадь;;;Дроздова Т.;9.78595E+12;;;Нет;Нет;26.00 грн;шт
        Дроздова Read and Speak English(читай и говори по англ);;;Дроздова Т.;9.78595E+12;;;Нет;Нет;96.00 грн;шт
        Дроздова The Prepositions & Linking Words.Союзы и предлоги.;;;Дроздова Т.;9.78595E+12;;;Нет;Нет;46.00 грн;шт
        Дроздова The Verbals.Глаголы.;;;Дроздова Т.;9.78595E+12;;;Нет;Нет;40.00 грн;шт
        Живи и дай умереть Флеминг Я. Кн.для чт.на англ.яз. Антология;;;Флеминг Я.;9.78595E+12;;;Нет;Нет;43.00 грн;шт
        Запах денег Чейз Дж.Х. Кн.для чт.на англ.яз. Антология;;;Чейз Дж.Х.;9.78595E+12;;;Нет;Нет;37.00 грн;шт
        И снова о Мэри Поппинз Трэверс П.Л. Кн.для чт.на англ.яз. Антология;;;Трэверс П.Л.;9.78595E+12;;;Нет;Нет;128.00 грн;шт
        Иванова Русско-Фанц.слов.деловой лексики. Антология;;;Иванова А.М.;2.0001E+12;;;Нет;Нет;152.00 грн;шт
        Избранное Сэлинджер Д.Кн.для чт.на англ.яз. Антология;;;Сэлинджер Д;9.78595E+12;;;Нет;Нет;48.00 грн;шт
        Избранное.По Э.Кн.для чт.на англ.яз. Антология;;;По Э.;9.78595E+12;;;Нет;Нет;31.00 грн;шт
        Избранные пьесы. Уальд О.Кн.для чт.на англ.яз. Антология;;;Уайльд О.;9.78595E+12;;;Нет;Нет;22.00 грн;шт
        К. Дойль Затеряный мир;;;Дойл А.К.;9.78595E+12;;;Нет;Нет;94.00 грн;шт
"        Казино ""Руаяль"" Флеминг Я. Кн.для чт.на англ.яз. Антология";;;Флеминг Я.;9.78595E+12;;;Нет;Нет;48.00 грн;шт
        Колесникова А. Экономика,предприятия и банки Германии.;;;Колесникова А.;9.78595E+12;;;Нет;Нет;22.00 грн;шт
        Кристи Встреча в Багдаде;;;Кристи А.;9.78595E+12;;;Нет;Нет;104.00 грн;шт
        Кристи Ночная тьма;;;Кристи А.;9.78595E+12;;;Нет;Нет;94.00 грн;шт
        Кристи Таинственное проишествие;;;Кристи А.;9.78595E+12;;;Нет;Нет;82.00 грн;шт
        Кристи Убийство в Восточном экспрессе;;;Кристи А.;9.78595E+12;;;Нет;Нет;109.00 грн;шт
        Минченков Англ.частицы. Функции и перевод Антология;;;Минченков А.;9.78595E+12;;;Нет;Нет;25.00 грн;шт
        Минченков Русские частицы в переводе на англ.яз Антология;;;Минченков А.;9.78582E+12;;;Нет;Нет;31.00 грн;шт
        Миссия в Сиену Чейз Дж.Х. Кн.для чт.на англ.яз. Антология;;;Чейз Дж.Х.;9.78595E+12;;;Нет;Нет;41.00 грн;шт
        На секретной службе Её Величества.Флеминг И. Кн.для чт.на англ.яз. Антология;;;Флеминг Я.;9.78595E+12;;;Нет;Нет;41.00 грн;шт
        Напарники Кристи А. Кн.для чт.на англ.яз. Антология;;;Кристи А.;9.78595E+12;;;Нет;Нет;46.00 грн;шт
        Нарустранг Истории из календаря. Kalendergeschichten;;;Нарустанг Е.;9.78595E+12;;;Нет;Нет;48.00 грн;шт
        Нарустранг Сказки Андерсена;;;Нарустанг Е.;9.78595E+12;;;Нет;Нет;53.00 грн;шт
        Ничто не вечно (Nothing Lasts Forever) Шелдон С. Кн.для чт.на англ.яз. ;;;Шелдон С.;9.78595E+12;;;Нет;Нет;43.00 грн;шт
        Один из наших Кейтер В. Кн.для чт.на англ.яз. Антология;;;Кейтер В.;9.78595E+12;;;Нет;Нет;32.00 грн;шт
        Опасные связи Лакло Ш.де  Кн.для чт.на франц.яз. Антология;;;Лакло Ш.де;9.78595E+12;;;Нет;Нет;53.00 грн;шт
        Павлова Трудности и возможности рус-немецкого и нем-русского перевода;;;Павлова А.;9.78595E+12;;;Нет;Нет;173.00 грн;шт
        Покойный Маттиа Паскаль Пиранделло Л. Кн.для чт.на итал.яз. Антология;;;Пиранделло Л.;9.78595E+12;;;Нет;Нет;47.00 грн;шт
        Последний автобус на Вудсток (Last Bus to Woodstock) Декстер К. Кн.для чт.на англ.яз. ;;;Декстер К.;9.78595E+12;;;Нет;Нет;55.00 грн;шт
        Последняя встреча Гаррисон Г. Кн.для чт.на англ.яз. Антология;;;Harrison, H.;9.78595E+12;;;Нет;Нет;115.00 грн;шт
        Прозоровский English for Marketing Managers Английский язык для маркетологов;;;Прозоровский С.;9.78595E+12;;;Нет;Нет;96.00 грн;шт
        Пролетая над гнездом кукушки.Кизи К. Кн.для чт.на англ.яз. Антология;;;Kesey, K.;9.78595E+12;;;Нет;Нет;53.00 грн;шт
        Простой финский.V. 2.0;;;Соловьев А.Н.;9.78595E+12;;;Нет;Нет;139.00 грн;шт
        Пьесы Шоу Б.Кн.для чт.на англ.яз. Антология;;;Шоу Б.;9.78595E+12;;;Нет;Нет;22.00 грн;шт
        Ромео и Джульетта Шекспир В.Кн.для чт.на англ.яз. Антология;;;Шекспир У.;9.78595E+12;;;Нет;Нет;62.00 грн;шт
        Смерть в Венеции Манн Т. Кн.для чт.на нем.яз. Антология;;;Манн Т.;9.78595E+12;;;Нет;Нет;37.00 грн;шт
        Солодушкина Modern Dicnionary of of Phrasal Verbs of Business Антология;;;Солодушкина К.;9.78595E+12;;;Нет;Нет;179.00 грн;шт
        Солодушкина Modern English Grammar Practice;;;Солодушкина К.;9.78595E+12;;;Нет;Нет;85.00 грн;шт
        Солодушкина The order of the day Сборник проф.-ориентированных текстов для студентов эконом.спец.;;;Солодушкина К.;9.78595E+12;;;Нет;Нет;41.00 грн;шт
        Солодушкина Лексические и грамматические тесты.Vocabulary&Grammar;;;Солодушкина К.;9.78595E+12;;;Нет;Нет;48.00 грн;шт
        Стаут Р. Красная шкатулка;;;Стаут Р.;9.78595E+12;;;Нет;Нет;109.00 грн;шт
        Тарзан. Берроуз Э.Кн.для чт.на англ.яз. Антология;;;Берроуз Э.;9.78582E+12;;;Нет;Нет;22.00 грн;шт
        Трое в снегу Кестнер Э. Кн.для чт.на нем.яз. Антология;;;Кестнер Э.;9.78595E+12;;;Нет;Нет;47.00 грн;шт
        Узкий А. Правила чтения английских слов;;;Узкий А.;9.78595E+12;;;Нет;Нет;61.00 грн;шт
        Учение дона Хуана Кастанеда К. Кн.для чт.на исп.яз. Антология;;;Кастанеда К.;9.78595E+12;;;Нет;Нет;43.00 грн;шт
        Хэллоуин Пати Кристи А. Кн.для чт.на англ.яз. Антология;;;Кристи А.;9.78595E+12;;;Нет;Нет;48.00 грн;шт
        Цвета осени.Стихи на нем.яз. Пфау О.,Савинова Н.;;;Пфау О;9.78595E+12;;;Нет;Нет;96.00 грн;шт
        Цуйчжень Синонимы и синонимичные словосоч. в соврем. китайском яз. ;;;Цуйчжень, Л.;9.78595E+12;;;Нет;Нет;96.00 грн;шт
        Черное алиби.Вулрич К. Кн.для чт.на англ.яз. Антология;;;Вулрич К.;9.78595E+12;;;Нет;Нет;41.00 грн;шт
        Шаровая молния Флеминг Я. Кн.для чт.на англ.яз. Антология;;;Флеминг Я.;9.78595E+12;;;Нет;Нет;41.00 грн;шт
        Шитова Carry Coals to Newcastle (Ехать в Тулу со своим самоваром);;;Шитова А.;9.78595E+12;;;Нет;Нет;53.00 грн;шт
        Шитова Digital Idioms. Словарь цифровых идиом;;;Шитова Л.Ф.;9.78595E+12;;;Нет;Нет;61.00 грн;шт
        Шитова Proper Name Idioms and Their Origins. Словарь именных идиом;;;Шитова Л.Ф.;9.78595E+12;;;Нет;Нет;72.00 грн;шт
    Арий;;;;;;;;;;
        Андріанов Англо-український юридичний словник 75 тис.;;;Андріанов С.;9.78967E+12;;;Нет;Нет;86.00 грн;шт
        Андрущенко ПОЛЬЩА. Країнознавство;Андрущенко І.В.;;Андрущенко І.В.;9.78966E+12;;Арій;Нет;Нет;66.00 грн;шт
        Бонк Учебник английского языка в 2-х т.;;;Бонк Н.;9.78966E+12;;;Нет;Нет;110.00 грн;шт
        Бутник Новий англо-український політехнічний словник 125 тис.;;;Бутник;9.78966E+12;;;Нет;Нет;110.00 грн;шт
        Гацкевич Граматика англійської мови для школярів 1;;;Гацкевич;9.78966E+12;;;Нет;Нет;28.00 грн;шт
        Гацкевич Граматика англійської мови для школярів 2;;;Гацкевич;9.78966E+12;;;Нет;Нет;28.00 грн;шт
